ptn_id,ptn_name,kategori,kode_prodi,nama_prodi,jenjang,daya_tampung_2026,peminat_2025,rasio_keketatan,nilai_raport,estimasi_nilai_raport,jenis_portofolio
151,UNIVERSITAS JAMBI,Akademik,11511019,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,42,40,0.9523809523809523,77,77,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511020,SISTEM INFORMASI,Sarjana,23,668,29.043478260869566,93,93,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511021,TEKNIK PERTAMBANGAN,Sarjana,25,643,25.72,95,95,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511022,TEKNIK GEOLOGI,Sarjana,25,171,6.84,83,83,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511023,BIOLOGI,Sarjana,25,76,3.04,75,75,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511024,FISIKA,Sarjana,20,22,1.1,79,79,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511025,MATEMATIKA,Sarjana,27,80,2.962962962962963,75,75,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511026,ILMU KESEHATAN MASYARAKAT,Sarjana,45,769,17.08888888888889,86,86,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511027,TEKNIK LINGKUNGAN,Sarjana,25,178,7.12,81,81,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511028,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,25,78,3.12,75,75,Olahraga
151,UNIVERSITAS JAMBI,Akademik,11511029,TEKNIK ELEKTRO,Sarjana,17,141,8.294117647058824,83,83,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511030,TEKNIK GEOFISIKA,Sarjana,15,55,3.6666666666666665,76,76,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511031,TEKNIK KIMIA,Sarjana,31,126,4.064516129032258,77,77,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511032,TEKNIK SIPIL,Sarjana,30,270,9.0,86,86,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511033,TEKNIK PERTANIAN,Sarjana,20,216,10.8,90,90,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511034,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,20,106,5.3,84,84,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511035,PEND. EKONOMI,Sarjana,35,212,6.057142857142857,82,82,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511036,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",Sarjana,42,365,8.69047619047619,83,83,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511037,PEND. BAHASA INGGRIS,Sarjana,35,306,8.742857142857142,80,80,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511038,ILMU HUKUM,Sarjana,133,751,5.646616541353383,81,81,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511039,ILMU EKONOMI PEMBANGUNAN,Sarjana,50,317,6.34,82,82,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511040,MANAJEMEN,Sarjana,50,948,18.96,90,90,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511041,AKUNTANSI,Sarjana,45,757,16.822222222222223,88,88,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511042,PEND. GURU SEKOLAH DASAR,Sarjana,50,1169,23.38,91,91,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511043,BIMBINGAN DAN KONSELING,Sarjana,35,464,13.257142857142858,85,85,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511044,PENDIDIKAN GURU PAUD,Sarjana,30,206,6.866666666666666,81,81,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511045,PENDIDIKAN BAHASA ARAB,Sarjana,25,56,2.24,79,79,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511046,PENDIDIKAN SEJARAH,Sarjana,30,196,6.533333333333333,81,81,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511047,SASTRA INDONESIA,Sarjana,25,85,3.4,76,76,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511048,PSIKOLOGI,Sarjana,32,495,15.46875,90,90,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511049,ILMU PEMERINTAHAN,Sarjana,38,281,7.394736842105263,86,86,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511050,EKONOMI ISLAM,Sarjana,38,149,3.9210526315789473,80,80,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511051,ARKEOLOGI,Sarjana,20,57,2.85,78,78,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511052,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,32,281,8.78125,80,80,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511053,ILMU SEJARAH,Sarjana,25,69,2.76,79,79,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511054,ADMINISTRASI PENDIDIKAN,Sarjana,30,143,4.766666666666667,82,82,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511055,ILMU POLITIK,Sarjana,33,103,3.121212121212121,76,76,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511056,SENI DRAMA TARI DAN MUSIK,Sarjana,17,45,2.6470588235294117,77,77,Sendratasik
151,UNIVERSITAS JAMBI,Akademik,11511059,BISNIS DIGITAL,Sarjana,27,227,8.407407407407407,82,82,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511068,KEWIRAUSAHAAN,Sarjana,25,138,5.52,83,83,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511069,INFORMATIKA,Sarjana,20,416,20.8,91,91,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511070,SENI KARAWITAN,Sarjana,5,0,0.0,78,78,Seni Karawitan
151,UNIVERSITAS JAMBI,Akademik,11511071,SILVIKULTUR,Sarjana,15,0,0.0,75,75,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511072,TEKNOLOGI HASIL PERIKANAN,Sarjana,10,0,0.0,78,78,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511073,ILMU LINGKUNGAN,Sarjana,10,0,0.0,75,75,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511074,GIZI,Sarjana,8,0,0.0,81,81,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11511075,KESEHATAN LINGKUNGAN,Sarjana,8,0,0.0,79,79,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11512057,KEUANGAN DAERAH,Sarjana Terapan,20,30,1.5,78,78,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11512058,MANAJEMEN PEMERINTAHAN,Sarjana Terapan,20,53,2.65,77,77,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11513060,AKUNTANSI,Diploma Tiga,20,28,1.4,75,75,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11513061,AGROBISNIS,Diploma Tiga,10,11,1.1,76,76,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11513062,TEKNOLOGI HASIL PERIKANAN,Diploma Tiga,8,6,0.75,77,77,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11513063,KESEHATAN HEWAN,Diploma Tiga,28,26,0.9285714285714286,77,77,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11513064,ANALIS KIMIA,Diploma Tiga,10,14,1.4,79,79,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11513065,PERPAJAKAN,Diploma Tiga,20,46,2.3,82,82,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11513066,MANAJEMEN PEMASARAN,Diploma Tiga,20,31,1.55,78,78,Tidak Ada
151,UNIVERSITAS JAMBI,Akademik,11513067,KIMIA INDUSTRI,Diploma Tiga,10,12,1.2,77,77,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611001,AGROEKOTEKNOLOGI,Sarjana,24,198,8.25,82,82,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611002,KEHUTANAN,Sarjana,23,155,6.739130434782608,86,86,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611003,PETERNAKAN,Sarjana,32,115,3.59375,81,81,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611004,AGRIBISNIS,Sarjana,26,267,10.26923076923077,90,90,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611005,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,24,233,9.708333333333334,84,84,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611006,PENDIDIKAN FISIKA,Sarjana,18,69,3.8333333333333335,75,75,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611007,PENDIDIKAN BIOLOGI,Sarjana,16,194,12.125,88,88,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611008,PENDIDIKAN KIMIA,Sarjana,16,101,6.3125,83,83,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611009,PENDIDIKAN MATEMATIKA,Sarjana,20,200,10.0,85,85,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611010,MATEMATIKA,Sarjana,16,70,4.375,81,81,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611011,FISIKA,Sarjana,16,38,2.375,76,76,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611012,BIOLOGI,Sarjana,19,100,5.2631578947368425,86,86,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611013,KIMIA,Sarjana,19,53,2.789473684210526,82,82,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611014,INFORMATIKA,Sarjana,24,505,21.041666666666668,92,92,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611015,TEKNIK SIPIL,Sarjana,24,318,13.25,89,89,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611016,TEKNIK MESIN,Sarjana,20,159,7.95,81,81,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611017,TEKNIK ELEKTRO,Sarjana,20,151,7.55,87,87,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611018,ILMU KELAUTAN,Sarjana,16,75,4.6875,79,79,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611019,KEDOKTERAN,Sarjana,16,475,29.6875,88,88,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611020,ILMU TANAH,Sarjana,10,55,5.5,86,86,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611021,STATISTIKA,Sarjana,16,145,9.0625,86,86,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611022,ARSITEKTUR,Sarjana,11,97,8.818181818181818,85,85,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611023,SISTEM INFORMASI,Sarjana,18,318,17.666666666666668,86,86,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611024,PROTEKSI TANAMAN,Sarjana,10,45,4.5,79,79,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611025,FARMASI,Sarjana,16,552,34.5,90,90,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611026,GEOFISIKA,Sarjana,16,97,6.0625,87,87,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611027,PENDIDIKAN IPA,Sarjana,16,152,9.5,80,80,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611028,HUKUM,Sarjana,90,769,8.544444444444444,86,86,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611029,KESEJAHTERAAN SOSIAL,Sarjana,17,127,7.470588235294118,86,86,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611030,EKONOMI PEMBANGUNAN,Sarjana,24,220,9.166666666666666,83,83,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611031,MANAJEMEN,Sarjana,40,823,20.575,88,88,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611032,ADMINISTRASI PUBLIK,Sarjana,20,494,24.7,94,94,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611033,SOSIOLOGI,Sarjana,20,212,10.6,88,88,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611034,ILMU KOMUNIKASI,Sarjana,24,435,18.125,88,88,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611035,AKUNTANSI,Sarjana,40,646,16.15,86,86,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611036,PENDIDIKAN NONFORMAL,Sarjana,16,46,2.875,80,80,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611037,PENDIDIKAN BAHASA INDONESIA,Sarjana,14,440,31.428571428571427,95,95,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611038,PENDIDIKAN BAHASA INGGRIS,Sarjana,27,316,11.703703703703704,89,89,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611039,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,32,1022,31.9375,89,89,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611040,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,Sarjana,18,221,12.277777777777779,88,88,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611041,PENDIDIKAN JASMANI,Sarjana,20,213,10.65,85,85,Olahraga
161,UNIVERSITAS BENGKULU,Akademik,11611042,BIMBINGAN DAN KONSELING,Sarjana,16,432,27.0,95,95,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611043,ILMU PERPUSTAKAAN,Sarjana,15,137,9.133333333333333,87,87,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611044,JURNALISTIK,Sarjana,16,91,5.6875,82,82,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611055,ILMU LINGKUNGAAN,Sarjana,13,64,4.923076923076923,76,76,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611056,TEKNIK INDUSTRI,Sarjana,8,0,0.0,77,77,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611057,SAINS PERIKANAN,Sarjana,12,0,0.0,75,75,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611058,PENYULUHAN PERTANIAN,Sarjana,10,0,0.0,75,75,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611059,NUTRISI DAN TEKNOLOGI PAKAN TERNAK,Sarjana,12,0,0.0,81,81,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11611060,KEBIDANAN,Sarjana,8,0,0.0,78,78,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11613047,FARMASI,Diploma Tiga,18,241,13.38888888888889,90,90,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11613048,LABORATORIUM SAINS,Diploma Tiga,16,80,5.0,85,85,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11613049,KEBIDANAN,Diploma Tiga,24,409,17.041666666666668,90,90,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11613052,KEPERAWATAN,Diploma Tiga,24,594,24.75,93,93,Tidak Ada
161,UNIVERSITAS BENGKULU,Akademik,11613054,AKUNTANSI,Diploma Tiga,21,46,2.1904761904761907,81,81,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711001,TEKNIK SIPIL,Sarjana,35,667,19.057142857142857,89,89,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711002,TEKNIK PERTAMBANGAN,Sarjana,35,1557,44.48571428571429,90,90,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711003,TEKNIK KIMIA,Sarjana,35,423,12.085714285714285,89,89,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711004,TEKNIK MESIN,Sarjana,35,509,14.542857142857143,86,86,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711005,TEKNIK ELEKTRO,Sarjana,35,478,13.657142857142857,87,87,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711006,PENDIDIKAN DOKTER,Sarjana,50,1127,22.54,92,92,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711007,PENDIDIKAN DOKTER GIGI,Sarjana,16,592,37.0,88,88,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711008,MATEMATIKA,Sarjana,36,160,4.444444444444445,79,79,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711009,FISIKA,Sarjana,36,96,2.6666666666666665,78,78,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711010,KIMIA,Sarjana,36,149,4.138888888888889,75,75,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711011,BIOLOGI,Sarjana,36,207,5.75,86,86,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711012,AGRIBISNIS,Sarjana,65,526,8.092307692307692,80,80,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711013,TEKNOLOGI HASIL PERTANIAN,Sarjana,34,247,7.264705882352941,87,87,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711014,TEKNIK PERTANIAN,Sarjana,34,442,13.0,87,87,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711015,PEND. MATEMATIKA,Sarjana,24,397,16.541666666666668,88,88,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711016,PEND BIOLOGI,Sarjana,20,404,20.2,94,94,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711017,PEND. KIMIA,Sarjana,20,208,10.4,90,90,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711018,PEND FISIKA,Sarjana,20,151,7.55,86,86,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711019,ILMU KESEHATAN MASYARAKAT,Sarjana,100,1204,12.04,85,85,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711020,ARSITEKTUR,Sarjana,22,284,12.909090909090908,87,87,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711021,ILMU KELAUTAN,Sarjana,36,142,3.9444444444444446,75,75,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711022,BUDIDAYA PERAIRAN,Sarjana,40,84,2.1,78,78,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711023,TEKNOLOGI HASIL PERIKANAN,Sarjana,40,88,2.2,77,77,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711024,ILMU KEPERAWATAN,Sarjana,30,1158,38.6,94,94,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711025,PEND TEKNIK MESIN,Sarjana,20,98,4.9,81,81,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711026,SISTEM KOMPUTER,Sarjana,40,560,14.0,85,85,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711027,TEKNIK INFORMATIKA,Sarjana,40,936,23.4,91,91,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711028,SISTEM INFORMASI,Sarjana,40,861,21.525,94,94,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711029,AGROEKOTEKNOLOGI,Sarjana,34,320,9.411764705882353,85,85,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711030,PETERNAKAN,Sarjana,40,131,3.275,77,77,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711031,FARMASI,Sarjana,30,1245,41.5,93,93,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711032,TEKNIK GEOLOGI,Sarjana,22,503,22.863636363636363,94,94,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711033,PSIKOLOGI,Sarjana,20,656,32.8,88,88,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711034,ILMU TANAH,Sarjana,40,177,4.425,79,79,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711035,AGRONOMI,Sarjana,40,157,3.925,77,77,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711036,PROTEKSI TANAMAN,Sarjana,40,160,4.0,80,80,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711037,GIZI,Sarjana,40,890,22.25,94,94,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711038,KESEHATAN LINGKUNGAN,Sarjana,40,423,10.575,89,89,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711039,EKONOMI PEMBANGUNAN,Sarjana,45,387,8.6,87,87,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711040,ILMU HUKUM,Sarjana,103,1233,11.970873786407767,90,90,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711041,MANAJEMEN,Sarjana,45,1481,32.91111111111111,94,94,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711042,AKUNTANSI,Sarjana,45,1214,26.977777777777778,89,89,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711043,ADMINISTRASI PUBLIK,Sarjana,60,1081,18.016666666666666,87,87,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711044,SOSIOLOGI,Sarjana,92,433,4.706521739130435,77,77,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711045,PPKN,Sarjana,20,523,26.15,94,94,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711046,PEND SEJARAH,Sarjana,22,384,17.454545454545453,90,90,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711047,PEND EKONOMI,Sarjana,20,302,15.1,85,85,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711048,"PEND BHS, SATRA IND & DAERAH",Sarjana,20,532,26.6,94,94,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711049,PEND BHS INGGRIS,Sarjana,23,469,20.391304347826086,93,93,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711050,PENJASKES,Sarjana,25,255,10.2,89,89,Olahraga
171,UNIVERSITAS SRIWIJAYA,Akademik,11711051,BIMB & KONSELING,Sarjana,22,763,34.68181818181818,94,94,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711052,PGSD,Sarjana,26,1744,67.07692307692308,93,93,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711053,PAUD,Sarjana,20,232,11.6,86,86,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711054,ILMU KOMUNIKASI,Sarjana,59,831,14.084745762711865,88,88,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711055,PENDIDIKAN MASYARAKAT,Sarjana,20,158,7.9,82,82,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11711056,ILMU HUBUNGAN INTERNASIONAL,Sarjana,59,364,6.169491525423729,85,85,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11713057,AKUNTANSI,Diploma Tiga,62,143,2.306451612903226,80,80,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11713058,TEKNIK KOMPUTER,Diploma Tiga,36,158,4.388888888888889,76,76,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11713059,MANAJEMEN INFORMATIKA,Diploma Tiga,42,110,2.619047619047619,79,79,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11713060,KOMPUTERISASI AKUNTANSI,Diploma Tiga,36,50,1.3888888888888888,78,78,Tidak Ada
171,UNIVERSITAS SRIWIJAYA,Akademik,11713061,KESEKRETARIATAN,Diploma Tiga,36,82,2.2777777777777777,81,81,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811001,TEKNIK MESIN,Sarjana,27,83,3.074074074074074,81,81,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811002,TEKNIK ELEKTRO,Sarjana,27,94,3.4814814814814814,79,79,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811003,TEKNIK PERTAMBANGAN,Sarjana,27,261,9.666666666666666,85,85,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811004,TEKNIK SIPIL,Sarjana,27,175,6.481481481481482,81,81,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811005,AGROTEKNOLOGI,Sarjana,32,179,5.59375,83,83,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811006,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,35,47,1.3428571428571427,75,75,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811007,BIOLOGI,Sarjana,26,109,4.1923076923076925,75,75,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811008,AGRIBISNIS,Sarjana,42,220,5.238095238095238,81,81,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811009,AKUAKULTUR,Sarjana,45,74,1.6444444444444444,75,75,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811010,ILMU KELAUTAN,Sarjana,30,69,2.3,76,76,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811011,KIMIA,Sarjana,23,45,1.9565217391304348,76,76,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811012,FISIKA,Sarjana,13,23,1.7692307692307692,80,80,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811013,MATEMATIKA,Sarjana,32,60,1.875,82,82,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811014,AKUNTANSI,Sarjana,63,350,5.555555555555555,80,80,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811015,MANAJEMEN,Sarjana,63,514,8.158730158730158,80,80,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811016,HUKUM,Sarjana,87,343,3.942528735632184,79,79,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811017,SOSIOLOGI,Sarjana,60,160,2.6666666666666665,81,81,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811018,SASTRA INGGRIS,Sarjana,52,116,2.230769230769231,77,77,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811019,ILMU POLITIK,Sarjana,42,90,2.142857142857143,80,80,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811020,EKONOMI,Sarjana,30,157,5.233333333333333,86,86,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811022,PERENCANAAN WILAYAH DAN KOTA,Sarjana,25,141,5.64,84,84,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811023,PERIKANAN TANGKAP,Sarjana,15,30,2.0,81,81,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811024,TEKNOLOGI INFORMASI,Sarjana,18,308,17.11111111111111,90,90,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811025,ARSITEKTUR,Sarjana,24,67,2.7916666666666665,81,81,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811026,BISNIS DIGITAL,Sarjana,30,269,8.966666666666667,80,80,Tidak Ada
181,UNIVERSITAS BANGKA BELITUNG,Akademik,11811027,KEDOKTERAN,Sarjana,15,345,23.0,88,88,Tidak Ada
