id,univ,prodi,kode,jenjang,kelompok,rumpun_ilmu,prov,itk,keketatan_2025,rataan,point,passing_grade_est,pg_batas_bawah,pg_batas_atas,level,daya_tampung_2026,peminat_2025,mu1,mu2,mu3,mu4,mu5,mu6,mu7,pmu1,pmu2,pmu3,pmu4,pmu5,pmu6,pmu7,ukt1,ukt2,ukt3,ukt4,ukt5,ukt_min,ukt_max
3e1267e4-37a0-4c73-b698-28d9c6c0c91a,UNIVERSITAS LAMPUNG,BIOLOGI,11911006,S1,Saintek,Saintek-Sains,Lampung,39.68,2.5200,492.70,487.30,490,485,495,B2,75,189,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
3e1b37de-4e6c-4780-a358-45039c33736f,POLITEKNIK NEGERI PONTIANAK,TEKNIK MESIN,25152002,D4,Saintek,Saintek-Teknik,Kalimantan Barat,13.51,7.4000,552.70,547.30,550,545,555,B2,40,296,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp14,904,995.00","Rp16,892,328.00","Rp19,873,327.00",500000.0,19873327.0
3e1d9d60-29be-40ed-b396-4404f63bc875,UNIVERSITAS PENDIDIKAN INDONESIA,PGSD KAMPUS SERANG,13341084,S1,Soshum,Soshum-Pendidikan,Jawa Barat,27.03,3.7000,507.70,502.30,505,500,510,B2,120,444,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
3e47f526-e2d6-4dd6-887a-43a25f782409,UNIVERSITAS NEGERI SURABAYA,SISTEM INFORMASI,13831018,S1,Saintek,Saintek-IT,Jawa Timur,8.46,11.8235,582.70,577.30,580,575,585,B3,85,1005,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
3e4a2af7-9773-4c71-9d8d-7b2e7771a6ed,INSTITUT TEKNOLOGI BANDUNG,SEKOLAH TEKNIK ELEKTRO DAN INFORMATIKA - REKAYASA (STEI-R),13321022,S1,Saintek,Saintek-IT,Jawa Barat,4.16,24.0267,637.70,632.30,635,630,640,A1,75,1802,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
3e4e4f59-e2d9-47d3-ae0f-03fafaf2fc58,UNIVERSITAS PAPUA,TEKNIK PERMINYAKAN,19211046,S1,Saintek,Saintek-Teknik,Papua Barat,355.56,0.2813,472.70,467.30,470,465,475,C2,32,9,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp14,647,762.00","Rp16,600,797.00","Rp19,530,349.00",500000.0,19530349.0
3e520a59-0f2e-4710-b71f-1443792fe6cc,UNIVERSITAS INDONESIA,FISIKA,13211004,S1,Saintek,Saintek-Sains,Jakarta Raya,13.29,7.5238,552.70,547.30,550,545,555,A3,42,316,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
3e5cc4d0-a5ef-4635-94cb-14a81a5d5cf8,"UPN """"VETERAN"""" YOGYAKARTA",TEKNIK INFORMATIKA,13631008,S1,Saintek,Saintek-IT,Yogyakarta,8.18,12.2231,597.70,592.30,595,590,600,A2,130,1589,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
3e7052bc-b80d-444c-af70-496f3dd8894d,UIN SUNAN KALIJAGA,PENDIDIKAN KIMIA,13651009,S1,Saintek,Soshum-Pendidikan,Yogyakarta,150,0.6667,472.70,467.30,470,465,475,B1,36,24,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.11,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp14,625,000.00","Rp16,575,000.00","Rp19,500,000.00",500000.0,19500000.0
3e7e0252-bd33-42f7-afa1-02c501890897,UNIVERSITAS SRIWIJAYA,SOSIOLOGI,11711044,S1,Soshum,Soshum-Sosial,Sumatera Selatan,18.47,5.4133,537.70,532.30,535,530,540,B1,75,406,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,854,013.00","Rp13,434,548.00","Rp15,805,350.00",500000.0,15805350.0
3e84617a-150b-4caa-ae06-fb55a13d4300,UNIVERSITAS TADULAKO,SOSIAL EKONOMI PETERNAKAN,17311065,S1,Soshum,Saintek-Pertanian,Sulawesi Tengah,363.64,0.2750,472.70,467.30,470,465,475,C2,40,11,PBM,PU,PPU,PK,LBI,PM,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,,,,,,500000.0,15498450.0
3ebc77ef-9a43-4fe3-8116-e5c9ee534415,UNIVERSITAS AIRLANGGA,AKUAKULTUR,13811011,S1,Saintek,Saintek-Teknik,Jawa Timur,15.09,6.6250,552.70,547.30,550,545,555,A3,48,318,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
3ec3a7b7-0ee3-424f-be94-32d8ae098fd3,UNIVERSITAS JEMBER,PENDIDIKAN BHS. & SASTRA INDO.,13711054,S1,Soshum,Soshum-Sosial,Jawa Timur,14.44,6.9242,552.70,547.30,550,545,555,B2,66,457,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
3ed7d112-3b08-4615-9200-3c71af160734,UNIVERSITAS DIPONEGORO,MATEMATIKA,13551005,S1,Saintek,Saintek-Sains,Jawa Tengah,16.75,5.9697,537.70,532.30,535,530,540,A2,66,394,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
3ed976c7-69ee-4c7b-a094-03c9dc02561b,UNIVERSITAS NEGERI MALANG,BIOTEKNOLOGI,13731022,S1,Saintek,Saintek-Teknik,Jawa Timur,6.87,14.5556,597.70,592.30,595,590,600,B2,27,393,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
3ee42409-5127-4ab4-98a5-fa850bae9a19,UNIVERSITAS JENDERAL SOEDIRMAN,AGRIBISNIS,13513043,D3,Saintek,Saintek-Pertanian,Jawa Tengah,2.84,35.2500,662.70,657.30,660,655,665,A3,48,1692,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
3ef70b5c-bb38-4999-bbae-a7cd633fc664,POLITEKNIK MANUFAKTUR BANDUNG,PEMELIHARAAN MESIN,24323007,D3,Saintek,Saintek-Teknik,Jawa Barat,3.4,29.4286,647.70,642.30,645,640,650,B2,21,618,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp15,625,093.00","Rp17,708,438.00","Rp20,833,457.00",500000.0,20833457.0
3f0116da-0369-409b-847d-5d4b7e0864dc,UNIVERSITAS SAM RATULANGI,SISTEM INFORMASI,17211029,S1,Saintek,Saintek-IT,Sulawesi Utara,29.13,3.4333,507.70,502.30,505,500,510,C1,60,206,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
3f018c63-d7be-478f-a2dc-369b7b895257,UNIVERSITAS NEGERI MEDAN,PENDIDIKAN EKONOMI,11221027,S1,Soshum,Soshum-Pendidikan,Sumatera Utara,26.44,3.7821,507.70,502.30,505,500,510,B2,78,295,PBM,PU,PPU,PK,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp14,647,762.00","Rp16,600,797.00","Rp19,530,349.00",500000.0,19530349.0
3f04da81-60e0-40e7-82b8-c63d2a4e4be7,UNIVERSITAS BRAWIJAYA,TEKNIK ELEKTRO,13721005,S1,Saintek,Saintek-Teknik,Jawa Timur,6.57,15.2273,617.70,612.30,615,610,620,A2,66,1005,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
3f0c19a9-5620-4bc7-a8c1-e50509454c15,POLITEKNIK NEGERI JEMBER,PENGELOLAAN PERKEBUNAN KOPI,24722012,D4,Saintek,Saintek-Teknik,Jawa Timur,39.34,2.5417,492.70,487.30,490,485,495,C1,24,61,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,606,026.00","Rp15,420,163.00","Rp18,141,368.00",500000.0,18141368.0
3f1e62b6-8539-4084-b49c-e120af5e652b,UNIVERSITAS TADULAKO,PENDIDIKAN ILMU PENGETAHUAN ALAM,17311061,S1,Saintek,Saintek-Teknik,Sulawesi Tengah,59.7,1.6750,482.70,477.30,480,475,485,C1,40,67,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
3f1e7415-b340-460b-b6cb-d4e63ffafa38,UNIVERSITAS GADJAH MADA,SOSIOLOGI,13611083,S1,Soshum,Soshum-Sosial,Yogyakarta,4.43,22.5833,637.70,632.30,635,630,640,A1,24,542,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
3f24642e-c6e5-48fa-9be7-0659b997a320,POLITEKNIK PERKAPALAN NEGERI SURABAYA,TEKNIK BANGUNAN KAPAL,24813015,D3,Saintek,Saintek-Teknik,Jawa Timur,9.96,10.0444,577.70,572.30,575,570,580,B3,45,452,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,476,992.00","Rp15,273,924.00","Rp17,969,322.00",500000.0,17969322.0
3f2a1390-cda3-4ff9-97fe-5bd38d0c15a5,UNIVERSITAS TEUKU UMAR,AGROTEKNOLOGI,11131005,S1,Saintek,Saintek-Pertanian,Aceh,96.67,1.0345,472.70,467.30,470,465,475,C3,58,60,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,084,188.00","Rp13,695,413.00","Rp16,112,250.00",500000.0,16112250.0
3f2bc46c-3ad4-47d5-b295-e7ad8d1f66dd,UNIVERSITAS MARITIM RAJA ALI HAJI,TEKNOLOGI HASIL PERIKANAN,11331009,S1,Saintek,Saintek-Pertanian,Kepulauan Riau,200,0.5000,472.70,467.30,470,465,475,D,40,20,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
3f5a6118-9f18-4ec6-a2c3-5f784eb999e7,UNIVERSITAS GADJAH MADA,HUKUM,13611067,S1,Soshum,Soshum-Hukum,Yogyakarta,2.63,38.0625,667.70,662.30,665,660,670,A1,96,3654,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
3f65b331-a1d3-436a-8bb8-ac02c05d65c1,UNIVERSITAS TANJUNGPURA,TEKNIK LINGKUNGAN,15111007,S1,Saintek,Saintek-Teknik,Kalimantan Barat,18.99,5.2667,537.70,532.30,535,530,540,B2,45,237,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
3f6ecdcf-a900-4c3a-9b93-dfb92a6be5e4,UNIVERSITAS SULAWESI BARAT,TEKNIK SIPIL,17411004,S1,Saintek,Saintek-Teknik,Sulawesi Barat,27.14,3.6852,507.70,502.30,505,500,510,D,54,199,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
3f825f00-d5e0-4db0-a096-8a4847f62307,UNIVERSITAS JAMBI,ILMU SEJARAH,11511053,S1,Soshum,Soshum-Humaniora,Jambi,61.76,1.6190,482.70,477.30,480,475,485,C3,42,68,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
3f892b78-293b-465b-88e1-b4952cdadb62,UNIVERSITAS SUMATERA UTARA,SASTRA ARAB,11211042,S1,Soshum,Soshum-Sosial,Sumatera Utara,46.39,2.1556,492.70,487.30,490,485,495,A3,45,97,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
3f9711dc-c325-43ec-b8d8-6c7cfc62a104,UNIVERSITAS INDONESIA,PENYIARAN MULTIMEDIA,13213072,D3,Soshum,Soshum-Sosial,Jakarta Raya,1.03,96.9333,707.70,702.30,705,700,710,A3,30,2908,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
3fa49350-612b-4934-aed2-56670012338c,UNIVERSITAS TADULAKO,PEND. BAHASA INDONESIA,17311033,S1,Soshum,Soshum-Sosial,Sulawesi Tengah,20.51,4.8762,522.70,517.30,520,515,525,C1,105,512,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
3fb8011e-5c65-41c5-a599-fb321385217b,UNIVERSITAS DIPONEGORO,ANTROPOLOGI SOSIAL,13551051,S1,Soshum,Soshum-Sosial,Jawa Tengah,9.93,10.0667,582.70,577.30,580,575,585,A2,60,604,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
3fbe182a-2901-41d8-98c4-e1ee8e7d80fd,UNIVERSITAS NEGERI SURABAYA,BIOLOGI,13831008,S1,Saintek,Saintek-Sains,Jawa Timur,18.47,5.4146,537.70,532.30,535,530,540,C1,82,444,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
3fd52860-f2a3-45fa-bd0b-ff1a50766c08,"UPN """"VETERAN"""" JAWA TIMUR",TEKNIK KIMIA,13851003,S1,Saintek,Saintek-Teknik,Jawa Timur,18.78,5.3250,537.70,532.30,535,530,540,B3,120,639,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
3feab2fb-6930-4495-bf73-6ca1fc193516,UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN FISIKA,17121002,S1,Saintek,Soshum-Pendidikan,Sulawesi Selatan,36.78,2.7188,492.70,487.30,490,485,495,B3,32,87,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
40033829-3cfd-415d-bb90-7054bd4e9fde,"UPN """"VETERAN"""" JAWA TIMUR",MANAJEMEN,13851015,S1,Soshum,Soshum-Ekonomi,Jawa Timur,17.7,5.6500,537.70,532.30,535,530,540,A3,220,1243,PBM,PU,PPU,PK,LBI,PM,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
401b183a-da91-4132-b8fe-3fc3fe65d6d2,UNIVERSITAS SRIWIJAYA,TEKNIK KOMPUTER,11713058,D3,Saintek,Saintek-IT,Sumatera Selatan,3.09,32.3542,662.70,657.30,660,655,665,A3,48,1553,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,957,237.00","Rp15,818,202.00","Rp18,609,649.00",500000.0,18609649.0
40320cef-4fb8-4ece-87da-9ed5755ccb40,POLITEKNIK NEGERI LHOKSEUMAWE,TEKNOLOGI PENGOLAHAN MINYAK DAN GAS,22213020,D3,Saintek,Saintek-Teknik,Aceh,2,50.0000,707.70,702.30,705,700,710,C3,12,600,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp15,974,438.00","Rp18,104,363.00","Rp21,299,250.00",500000.0,21299250.0
40360acc-b66e-4f94-aa81-d69c659fbf1f,UIN SYEKH ALI HASAN AHMAD ADDARY PADANGSIDIMPUAN,DESAIN KOMUNIKASI VISUAL,11241002,S1,Soshum,Saintek-IT,Sumatera Utara,3466.67,0.0288,472.70,467.30,470,465,475,D,104,3,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.11,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp14,025,000.00","Rp15,895,000.00","Rp18,700,000.00",500000.0,18700000.0
40594808-c3dd-4739-8fec-ffecf086b324,UIN MALANG,PENDIDIKAN IPS,13741010,S1,Soshum,Soshum-Sosial,Jawa Timur,94.27,1.0608,472.70,467.30,470,465,475,B3,148,157,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.11,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp14,025,000.00","Rp15,895,000.00","Rp18,700,000.00",500000.0,18700000.0
406f2138-f681-44aa-b788-f0ce406fe86c,UNIVERSITAS ANDALAS,SASTRA MINANGKABAU,11411043,S1,Soshum,Soshum-Sosial,Sumatera Barat,69.23,1.4444,472.70,467.30,470,465,475,B1,45,65,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
4091537c-238b-4552-a0ca-ba419a73fab8,UNIVERSITAS AIRLANGGA,TEKNIK LINGKUNGAN,13811014,S1,Saintek,Saintek-Teknik,Jawa Timur,5.27,18.9697,617.70,612.30,615,610,620,A2,33,626,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp14,647,762.00","Rp16,600,797.00","Rp19,530,349.00",500000.0,19530349.0
40943ab4-6a45-4a51-8680-bed96710f4c5,UNIVERSITAS NEGERI JAKARTA,ILMU KOMPUTER,13231015,S1,Saintek,Saintek-IT,Jakarta Raya,1.67,59.8750,712.70,707.30,710,705,715,A3,24,1437,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,738,925.00","Rp13,304,115.00","Rp15,651,900.00",500000.0,15651900.0
4098fab3-fa5b-4636-9415-d52c92783d45,UNIVERSITAS NUSA CENDANA,PEND. KIMIA,16311004,S1,Saintek,Saintek-Sains,Nusa Tenggara Timur,67.53,1.4808,472.70,467.30,470,465,475,D,52,77,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
409e4407-6c93-452f-87d1-9e7c10937d63,UNIVERSITAS GADJAH MADA,PENGELOLAAN ARSIP DAN REKAMAN INFORMASI,13612090,D4,Soshum,Soshum-Sosial,Yogyakarta,1.47,68.2174,712.70,707.30,710,705,715,A1,23,1569,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
40ab1895-105f-4555-bf14-72fe50197c7b,POLITEKNIK NEGERI SAMARINDA,TEKNIK LISTRIK,25622002,D4,Saintek,Saintek-Teknik,Kalimantan Timur,16.84,5.9375,537.70,532.30,535,530,540,C1,32,190,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,,,,,,,
40b095cd-fda4-44d4-b6b3-660445a45834,UNIVERSITAS SEBELAS MARET,INFORMATIKA,13531017,S1,Saintek,Saintek-IT,Jawa Tengah,2.85,35.0889,667.70,662.30,665,660,670,A1,45,1579,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
40bbf6af-315a-4d56-b26c-ddf8a5c4636c,UNIVERSITAS PALANGKARAYA,PEND. MATEMATIKA,15211007,S1,Saintek,Saintek-Sains,Kalimantan Tengah,63.83,1.5667,482.70,477.30,480,475,485,C3,30,47,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
40d2d983-1a9f-405e-8a7c-16e332105252,UNIVERSITAS JAMBI,TEKNIK LINGKUNGAN,11511027,S1,Saintek,Saintek-Teknik,Jambi,16.67,6.0000,552.70,547.30,550,545,555,C2,45,270,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
40d455b5-6532-4a87-ab66-a1cf0d29ffd1,UNIVERSITAS NEGERI PADANG,PENDIDIKAN TARI,11421058,S1,Soshum,Soshum-Sosial,Sumatera Barat,34.09,2.9333,492.70,487.30,490,485,495,B2,30,88,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
40ea7992-fdc8-45b9-857c-27316a57420e,UNIVERSITAS MATARAM,KETEKNIKAN PERTANIAN,16211018,S1,Saintek,Saintek-Teknik,Nusa Tenggara Barat,28.3,3.5333,507.70,502.30,505,500,510,C1,75,265,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
40fa520d-bdba-42ae-ad38-25bca095210c,UNIVERSITAS TADULAKO,PEND. KIMIA,17311004,S1,Saintek,Saintek-Sains,Sulawesi Tengah,105.88,0.9444,472.70,467.30,470,465,475,C3,54,51,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
40fb7e47-79a8-46bb-850b-4353aa974d4f,UNIVERSITAS NEGERI JAKARTA,HUBUNGAN MASYARAKAT DAN KOMUNIKASI DIGITAL,13232064,D4,Soshum,Soshum-Sosial,Jakarta Raya,0.96,104.0889,712.70,707.30,710,705,715,B1,45,4684,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,738,925.00","Rp13,304,115.00","Rp15,651,900.00",500000.0,15651900.0
411480f2-5483-4d1e-9561-9f8442469cc6,UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN TEKNIK MESIN,16121012,S1,Saintek,Saintek-Teknik,Bali,82.05,1.2188,472.70,467.30,470,465,475,C3,32,39,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp14,647,762.00","Rp16,600,797.00","Rp19,530,349.00",500000.0,19530349.0
41154485-eb7e-4230-84a2-15bd538bb05c,UNIVERSITAS MULAWARMAN,EKONOMI PEMBANGUNAN,15411040,S1,Soshum,Soshum-Ekonomi,Kalimantan Timur,28.21,3.5444,507.70,502.30,505,500,510,B2,90,319,PBM,PU,PPU,PK,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
