id,univ,prodi,kode,jenjang,kelompok,rumpun_ilmu,prov,itk,keketatan_2025,rataan,point,passing_grade_est,pg_batas_bawah,pg_batas_atas,level,daya_tampung_2026,peminat_2025,mu1,mu2,mu3,mu4,mu5,mu6,mu7,pmu1,pmu2,pmu3,pmu4,pmu5,pmu6,pmu7,ukt1,ukt2,ukt3,ukt4,ukt5,ukt_min,ukt_max
0006aee9-d869-4836-8517-88b15c514aa3,UNIVERSITAS MULAWARMAN,FISIKA,15411015,S1,Saintek,Saintek-Sains,Kalimantan Timur,83.33,1.2000,472.70,467.30,470,465,475,C2,20,24,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
000a04d4-3b63-4051-83ed-2f08072c77e4,UIN SUNAN KALIJAGA,ARSITEKTUR,13651040,S1,Saintek,Saintek-Teknik,Yogyakarta,22.68,4.4091,522.70,517.30,520,515,525,B2,22,97,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.11,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp14,625,000.00","Rp16,575,000.00","Rp19,500,000.00",500000.0,19500000.0
002622c9-e73e-4c91-85f1-cd7077a35545,UNIVERSITAS SAMUDRA,AKUAKULTUR,11141003,S1,Saintek,Saintek-Teknik,Aceh,55.17,1.8125,482.70,477.30,480,475,485,D,16,29,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
002dec3d-20d9-4d6b-843f-365e1ef1f2fe,UNIVERSITAS JAMBI,AKUNTANSI,11511041,S1,Soshum,Soshum-Ekonomi,Jambi,12.44,8.0370,567.70,562.30,565,560,570,A1,81,651,PBM,PU,PPU,PK,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
003ba376-e659-4bd9-9f38-e1b00da4fcb0,UNIVERSITAS PENDIDIKAN INDONESIA,TEKNOLOGI PANGAN,13341107,S1,Saintek,Saintek-Pertanian,Jawa Barat,2.34,42.7333,687.70,682.30,685,680,690,C2,15,641,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
003e65f5-8d89-4d98-9886-7c3c96d46994,UNIVERSITAS PADJADJARAN,SASTRA PERANCIS,13331047,S1,Soshum,Soshum-Sosial,Jawa Barat,9.68,10.3333,582.70,577.30,580,575,585,A3,30,310,PBM,PU,PPU,PK,LBE,LBI,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
00447667-1852-4736-8285-1a381d9d99aa,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK BIOMEDIK,13821029,S1,Saintek,Saintek-Teknik,Jawa Timur,6.62,15.1111,617.70,612.30,615,610,620,A2,36,544,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
004a7057-b7fc-4404-a0e6-e04b6dda611c,UNIVERSITAS LAMBUNG MANGKURAT,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,15311044,S1,Soshum,Soshum-Humaniora,Kalimantan Selatan,22.13,4.5185,522.70,517.30,520,515,525,B1,27,122,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
004abbab-b9df-4637-b7a7-df1fb226668f,UNIVERSITAS BORNEO TARAKAN,MANAJEMEN SUMBER DAYA PERAIRAN,15511007,S1,Saintek,Soshum-Ekonomi,Kalimantan Utara,109.09,0.9167,472.70,467.30,470,465,475,D,36,33,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
004d52bc-e758-4608-ac30-78c1e993e821,UNIVERSITAS LAMBUNG MANGKURAT,PENDIDIKAN IPS,15311063,S1,Soshum,Soshum-Sosial,Kalimantan Selatan,46.15,2.1667,492.70,487.30,490,485,495,B1,24,52,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
006d4f51-e040-48c4-9189-daab8288ee07,UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,13561049,S1,Soshum,Soshum-Humaniora,Jawa Tengah,9.95,10.0462,582.70,577.30,580,575,585,A3,65,653,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
008659f7-e161-405d-b18a-bdc64a52076f,POLITEKNIK NEGERI AMBON,TEKNIK KONSTRUKSI JALAN DAN JEMBATAN,28312003,D4,Saintek,Saintek-Teknik,Maluku,163.64,0.6111,472.70,467.30,470,465,475,D,36,22,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,235,404.00","Rp13,866,791.00","Rp16,313,872.00",500000.0,16313872.0
009e8ae7-dace-456b-989f-925f1ac20c0f,UIN SUNAN GUNUNG DJATI,KIMIA,13361005,S1,Saintek,Saintek-Sains,Jawa Barat,30.51,3.2778,507.70,502.30,505,500,510,B3,36,118,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.11,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp14,625,000.00","Rp16,575,000.00","Rp19,500,000.00",500000.0,19500000.0
00af43b4-c9f5-4f5f-8f98-a99c1dfcf548,UNIVERSITAS JAMBI,PENDIDIKAN KEPELATIHAN OLAHRAGA,11511028,S1,Saintek,Saintek-Teknik,Jambi,42.42,2.3571,492.70,487.30,490,485,495,C3,42,99,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
00ba32eb-c071-419a-81a0-08413278383b,UNIVERSITAS GADJAH MADA,PERENCANAAN WILAYAH DAN KOTA,13611030,S1,Saintek,Saintek-Teknik,Yogyakarta,4.79,20.8696,637.70,632.30,635,630,640,A1,23,480,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
00bbbe93-fbb9-4d57-a6c9-9cd9341472b9,POLITEKNIK PERTANIAN NEGERI SAMARINDA,TEKNOLOGI REKAYASA GEOMATIKA DAN SURVEI,25612010,D4,Saintek,Saintek-Teknik,Kalimantan Timur,60.87,1.6429,482.70,477.30,480,475,485,C3,28,46,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,430,016.00","Rp15,220,685.00","Rp17,906,688.00",500000.0,17906688.0
00bf97c4-e664-472a-bf9e-3310f24f7df9,UNIVERSITAS NEGERI MEDAN,BISNIS DIGITAL,11221053,S1,Soshum,Saintek-IT,Sumatera Utara,12.85,7.7821,552.70,547.30,550,545,555,B3,78,607,PBM,PU,PPU,PK,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
00c149ad-11d2-40c7-ada6-4c24243ca260,UNIVERSITAS NEGERI SURABAYA,EKONOMI ISLAM,13831068,S1,Soshum,Soshum-Ekonomi,Jawa Timur,21.75,4.5984,522.70,517.30,520,515,525,A3,122,561,PBM,PU,PPU,PK,LBI,PM,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp14,647,762.00","Rp16,600,797.00","Rp19,530,349.00",500000.0,19530349.0
00c25523-28e9-4fc0-8e35-bae08c389c5e,UIN MAHMUD YUNUS BATUSANGKAR,MATEMATIKA,11941001,S1,Saintek,Saintek-Sains,Sumatera Barat,35.44,2.8214,492.70,487.30,490,485,495,D,28,79,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.11,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp14,025,000.00","Rp15,895,000.00","Rp18,700,000.00",500000.0,18700000.0
00d4511e-ef90-4068-85cc-bdd57f34fe18,UNIVERSITAS HASANUDDIN,AKUNTANSI,17111061,S1,Soshum,Soshum-Ekonomi,Sulawesi Selatan,9.8,10.2000,582.70,577.30,580,575,585,A1,130,1326,PBM,PU,PPU,PK,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp14,647,762.00","Rp16,600,797.00","Rp19,530,349.00",500000.0,19530349.0
00fda59d-9623-4c86-8003-e498c5fcdfa2,UNIVERSITAS BANGKA BELITUNG,TEKNOLOGI INFORMASI,11811024,S1,Saintek,Saintek-IT,Kepulauan Bangka Belitung,16.85,5.9333,537.70,532.30,535,530,540,C3,45,267,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
01274a9d-9606-432a-98a5-719dcadeb4b3,UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN TEKNIK MESIN,13561006,S1,Saintek,Saintek-Teknik,Jawa Tengah,16.46,6.0741,552.70,547.30,550,545,555,B2,27,164,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
01286769-0f86-470d-8fc3-7b15ad20d380,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,SAINS KOMUNIKASI,13821056,S1,Soshum,Soshum-Sosial,Jawa Timur,12.08,8.2778,567.70,562.30,565,560,570,A3,18,149,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,,,,,,500000.0,15498450.0
012b9026-d962-41da-a212-0e6c27015f4a,UNIVERSITAS LAMPUNG,HUKUM,11911038,S1,Soshum,Soshum-Hukum,Lampung,11.44,8.7429,567.70,562.30,565,560,570,A3,280,2448,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp14,647,762.00","Rp16,600,797.00","Rp19,530,349.00",500000.0,19530349.0
0137c9eb-77da-4089-b2f6-aeaf318f621f,UNIVERSITAS SAM RATULANGI,ILMU PERPUSTAKAAN,17211042,S1,Soshum,Soshum-Humaniora,Sulawesi Utara,166.67,0.6000,472.70,467.30,470,465,475,C1,30,18,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
014058c6-6ca8-4f85-9a02-41293d1073fa,INSTITUT TEKNOLOGI KALIMANTAN,REKAYASA KESELAMATAN,15421019,S1,Saintek,Saintek-Teknik,Kalimantan Timur,9.69,10.3200,582.70,577.30,580,575,585,C3,50,516,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
014700b0-8fa1-40c7-b726-69ecd5ee03f2,UNIVERSITAS TEUKU UMAR,KESEHATAN MASYARAKAT,11131007,S1,Saintek,Saintek-Kesehatan,Aceh,24.32,4.1125,522.70,517.30,520,515,525,C3,80,329,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,084,188.00","Rp13,695,413.00","Rp16,112,250.00",500000.0,16112250.0
014cc297-5e36-49f4-a089-cc4365ca16dd,UNIVERSITAS AIRLANGGA,TEKNOLOGI VETERINER,13812066,D4,Saintek,Saintek-Teknik,Jawa Timur,5.53,18.0833,617.70,612.30,615,610,620,A3,24,434,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,,,,,,500000.0,16726050.0
01611f2f-4863-4861-a4c6-38f7e822b667,UNIVERSITAS TIDAR,TEKNIK SIPIL,13521002,S1,Saintek,Saintek-Teknik,Jawa Tengah,17.85,5.6023,537.70,532.30,535,530,540,C3,88,493,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
017f1e10-27c6-4b50-b198-f77aabf0ddfb,UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN BAHASA INDONESIA,17531022,S1,Soshum,Soshum-Pendidikan,Sulawesi Tenggara,140.63,0.7111,472.70,467.30,470,465,475,D,45,32,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
018876fb-1b2f-4e35-be0a-486285b1955a,UNIVERSITAS LAMBUNG MANGKURAT,GEOGRAFI,15311040,S1,Saintek,Saintek-Sains,Kalimantan Selatan,81.08,1.2333,472.70,467.30,470,465,475,B2,60,74,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
018fc8f7-8f52-48f3-9550-c9b26ee84ca1,POLITEKNIK NEGERI JAKARTA,MANAJEMEN KEUANGAN,24212020,D4,Soshum,Soshum-Ekonomi,Jawa Barat,3.15,31.7667,667.70,662.30,665,660,670,A3,30,953,PBM,PU,PPU,PK,LBI,PM,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp16,027,955.00","Rp18,165,015.00","Rp21,370,606.00",500000.0,21370606.0
01a6f30f-4586-405a-af9a-c4ccf7a08043,UNIVERSITAS JENDERAL SOEDIRMAN,ILMU KOMUNIKASI,13511031,S1,Soshum,Soshum-Sosial,Jawa Tengah,7.94,12.5870,597.70,592.30,595,590,600,A2,92,1158,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
01ad990b-d061-4473-b256-d57da2996c6a,UNIVERSITAS HALUOLEO,ILMU KESEHATAN MASYARAKAT,17511010,S1,Saintek,Saintek-Kesehatan,Sulawesi Tenggara,17.24,5.8014,537.70,532.30,535,530,540,C2,146,847,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
01b9f0ed-742f-4997-9e33-a965e2b3176c,UNIVERSITAS SINGAPERBANGSA KARAWANG,PEND. BAHASA DAN SASTRA INDONESIA,13311020,S1,Soshum,Soshum-Humaniora,Jawa Barat,26.32,3.8000,507.70,502.30,505,500,510,D,70,266,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
01d57351-eae7-4e09-9e72-79beabc7159e,POLITEKNIK NEGERI BENGKALIS,NAUTIKA,22323014,D3,Saintek,Saintek-Teknik,Riau,25.4,3.9375,502.70,497.30,500,495,505,D,16,63,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,763,603.00","Rp15,598,750.00","Rp18,351,471.00",500000.0,18351471.0
01da4838-43ff-4178-862b-75d4e203c2f8,UNIVERSITAS SEBELAS MARET,BIMBINGAN DAN KONSELING,13531062,S1,Soshum,Soshum-Sosial,Jawa Tengah,3.72,26.8519,652.70,647.30,650,645,655,A1,27,725,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
01dc5b7e-a48b-4cb8-9557-0a326280c19c,UNIVERSITAS SRIWIJAYA,PROTEKSI TANAMAN,11711036,S1,Saintek,Saintek-Teknik,Sumatera Selatan,31.25,3.2000,507.70,502.30,505,500,510,B1,50,160,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,854,013.00","Rp13,434,548.00","Rp15,805,350.00",500000.0,15805350.0
01e20c26-9263-4db3-8e5b-9e0a8e08f4c0,UNIVERSITAS NEGERI YOGYAKARTA,PARIWISATA,13621091,S1,Soshum,Soshum-Sosial,Yogyakarta,2.67,37.3889,667.70,662.30,665,660,670,B2,36,1346,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
01eb1a50-c70c-4e0c-88d7-7ca61f673d20,UNIVERSITAS NEGERI GORONTALO,TEKNOLOGI REKAYASA ENERGI TERBARUKAN,17522035,D4,Saintek,Saintek-Teknik,Gorontalo,104.76,0.9545,472.70,467.30,470,465,475,C2,66,63,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
01f6ed52-e482-4d83-8abe-825e1736800d,UNIVERSITAS NEGERI PADANG,MANAJEMEN PERHOTELAN PSDKU PAYAKUMBUH,11422099,D4,Soshum,Soshum-Ekonomi,Sumatera Barat,25.26,3.9583,507.70,502.30,505,500,510,B2,24,95,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,,,,,,500000.0,15498450.0
01f804ed-029d-4141-afa4-d801c1aee36d,UNIVERSITAS UDAYANA,AKUNTANSI,16113052,D3,Soshum,Soshum-Ekonomi,Bali,3.61,27.6786,647.70,642.30,645,640,650,A1,28,775,PBM,PU,PPU,PK,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
01fe50f9-0fa7-4115-bab7-ed4baf86edf2,POLITEKNIK NEGERI SAMARINDA,TEKNIK INFORMATIKA,25623011,D3,Saintek,Saintek-IT,Kalimantan Timur,6.51,15.3611,612.70,607.30,610,605,615,A2,36,553,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,,,,,,,
0229eea2-18b5-4440-b749-e43004af2cca,UNIVERSITAS SUMATERA UTARA,AGROEKOTEKNOLOGI,11211013,S1,Saintek,Saintek-Teknik,Sumatera Utara,8.37,11.9479,582.70,577.30,580,575,585,A3,96,1147,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
0231794e-c4e0-401a-8738-b6e087672f8d,UNIVERSITAS JEMBER,TEKNIK PERTAMBANGAN,13711039,S1,Saintek,Saintek-Teknik,Jawa Timur,5.55,18.0313,617.70,612.30,615,610,620,A3,32,577,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp14,647,762.00","Rp16,600,797.00","Rp19,530,349.00",500000.0,19530349.0
02334252-91af-4576-ab7b-4686f39fe625,POLITEKNIK NEGERI BANDUNG,ANALIS KIMIA,24313029,D3,Saintek,Saintek-Sains,Jawa Barat,2.23,44.8125,682.70,677.30,680,675,685,A3,32,1434,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp15,475,246.00","Rp17,538,612.00","Rp20,633,661.00",500000.0,20633661.0
0233b370-4a9d-4587-8e02-5b30e6c399ec,UNIVERSITAS GADJAH MADA,TEKNIK INDUSTRI,13611039,S1,Saintek,Saintek-Teknik,Yogyakarta,2.23,44.8056,687.70,682.30,685,680,690,A1,36,1613,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
0248c9bd-a423-4c5e-a081-9b05e51b1cfc,UNIVERSITAS NEGERI GORONTALO,MANAJAMEN SUMBERDAYA PERAIRAN,17521012,S1,Saintek,Saintek-Teknik,Gorontalo,309.52,0.3231,472.70,467.30,470,465,475,C1,65,21,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp12,544,538.00","Rp14,217,143.00","Rp16,726,050.00",500000.0,16726050.0
02735ac7-b957-41d4-a48b-3d38242550de,UNIVERSITAS PADJADJARAN,PERIKANAN PSDKU PANGANDARAN,13331030,S1,Saintek,Saintek-Pertanian,Jawa Barat,20.83,4.8000,522.70,517.30,520,515,525,A3,30,144,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
027846f2-9429-4ca5-aaac-6b57ad7751c1,UNIVERSITAS SYIAH KUALA,ILMU KEPERAWATAN,11111017,S1,Saintek,Saintek-Kesehatan,Aceh,9.7,10.3095,582.70,577.30,580,575,585,C1,126,1299,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
0299759d-3738-46b9-a4bb-5929122c9285,UNIVERSITAS SINGAPERBANGSA KARAWANG,KEBIDANAN,13313026,D3,Saintek,Saintek-Kesehatan,Jawa Barat,3.88,25.7500,647.70,642.30,645,640,650,C3,28,721,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
029f8b16-d49f-4e45-8af0-50d24b5d9cfd,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),TEKNIK ELEKTRO INDUSTRI,24823013,D3,Saintek,Saintek-Teknik,Jawa Timur,2.21,45.1613,682.70,677.30,680,675,685,A3,31,1400,PK,PU,PPU,PBM,PM,LBI,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp16,563,716.00","Rp18,772,212.00","Rp22,084,955.00",500000.0,22084955.0
02a55f46-3b73-4edf-8a54-63e4e4661f99,UNIVERSITAS MULAWARMAN,PENDIDIKAN SEJARAH,15411064,S1,Soshum,Soshum-Sosial,Kalimantan Timur,41.03,2.4375,492.70,487.30,490,485,495,B3,32,78,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
02b1940c-88bb-4941-a3db-a25ffdb59e22,UNIVERSITAS JAMBI,SISTEM INFORMASI,11511020,S1,Saintek,Saintek-IT,Jambi,5.31,18.8250,617.70,612.30,615,610,620,C3,40,753,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
02b74270-f91f-40da-864c-cebbde855baa,UNIVERSITAS SUMATERA UTARA,ILMU HUKUM,11211027,S1,Soshum,Soshum-Hukum,Sumatera Utara,6.28,15.9337,617.70,612.30,615,610,620,A2,196,3123,PBM,PU,PPU,PK,LBI,LBE,PM,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
02b93687-0a77-45dd-b496-a75cd439d955,UNIVERSITAS SUMATERA UTARA,KEWIRAUSAHAAN,11211049,S1,Soshum,Soshum-Sosial,Sumatera Utara,5.44,18.3750,617.70,612.30,615,610,620,B1,24,441,PBM,PU,PPU,PK,LBI,PM,LBE,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp11,623,838.00","Rp13,173,683.00","Rp15,498,450.00",500000.0,15498450.0
02b988bc-bf11-4b1a-96a1-2d12af5c6c64,UNIVERSITAS BRAWIJAYA,TEKNIK KOMPUTER,13721035,S1,Saintek,Saintek-IT,Jawa Timur,8.58,11.6500,582.70,577.30,580,575,585,A2,60,699,PK,PU,PPU,PBM,PM,LBE,LBI,0.18,0.15,0.15,0.12,0.2,0.15,0.05,"Rp500,000.00","Rp1,000,000.00","Rp13,727,062.00","Rp15,557,337.00","Rp18,302,749.00",500000.0,18302749.0
